"","AL0D_1_GLbulkRNAseq_sub","AL0D_2_GLbulkRNAseq_sub","AL0D_3_GLbulkRNAseq_sub","AL0D_4_GLbulkRNAseq_sub","AL0D_5_GLbulkRNAseq_sub","AL0R_1_GLbulkRNAseq_sub","AL0R_2_GLbulkRNAseq_sub","AL0R_3_GLbulkRNAseq_sub","AL0R_4_GLbulkRNAseq_sub","AL0R_5_GLbulkRNAseq_sub","AL40D_1_GLbulkRNAseq_sub","AL40D_2_GLbulkRNAseq_sub","AL40D_3_GLbulkRNAseq_sub","AL40D_4_GLbulkRNAseq_sub","AL40D_5_GLbulkRNAseq_sub","AL40R_1_GLbulkRNAseq_sub","AL40R_2_GLbulkRNAseq_sub","AL40R_3_GLbulkRNAseq_sub","AL40R_4_GLbulkRNAseq_sub","W0D_1_GLbulkRNAseq_sub","W0D_2_GLbulkRNAseq_sub","W0D_3_GLbulkRNAseq_sub","W0D_4_GLbulkRNAseq_sub","W0D_5_GLbulkRNAseq_sub","W0R_1_GLbulkRNAseq_sub","W0R_2_GLbulkRNAseq_sub","W0R_3_GLbulkRNAseq_sub","W0R_4_GLbulkRNAseq_sub","W0R_5_GLbulkRNAseq_sub","W40D_1_GLbulkRNAseq_sub","W40D_2_GLbulkRNAseq_sub","W40D_3_GLbulkRNAseq_sub","W40D_4_GLbulkRNAseq_sub","W40D_5_GLbulkRNAseq_sub","W40R_1_GLbulkRNAseq_sub","W40R_2_GLbulkRNAseq_sub","W40R_3_GLbulkRNAseq_sub","W40R_4_GLbulkRNAseq_sub","W40R_5_GLbulkRNAseq_sub"
"Bra000088",0,0,0,29.35,0,0,0,0,0,27.5,0,0,18.91,0,0,0,0,0,0,0,0,0,0,0,0,18.49,21.61,10.97,0,0,8.43,0,0,0,9.24,12.88,22.11,0,5.41
"Bra000089",20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.03,0,10.14,0,0,0,25.63,0,0,0,0,0,0,11.65,27.85,0,0,0,0,7.44,0,8.87,0,8.63
"Bra000090",45.53,42.53,23.72,0,12.05,27.85,19.07,118.11,59.55,15.13,46.74,10.79,22.06,72.66,31.56,24.78,32.22,7.5,20.24,54.17,10.7,9.4,11.2,51.15,43.98,43.26,51.02,26.03,16.84,70.63,64.06,29.18,71.4,40.79,70.67,60.63,45.22,70.49,46.84
"Bra000091",14.94,0,15.57,0,11.86,0,9.38,11.62,10.66,0,7.67,0,0,0,0,0,0,14.76,0,0,0,9.25,0,0,7.21,10.64,25.1,12.81,8.28,29.77,24.24,28.72,35.13,13.38,5.35,14.91,12.71,7.7,21.5
"Bra000092",37.71,0,9.78,0,7.37,8.46,5.88,0,6.67,0,0,13.19,0,0,6.47,3.78,0,9.3,12.44,3.74,6.6,5.78,6.84,0,4.46,26.41,15.66,0,0,12.25,9.03,0,19.12,0,0,9.29,7.88,0,3.79
"Bra000093",86.84,140.5,106.85,240.05,238.95,140.18,129.36,70.46,115.76,327.81,45.43,21.4,132.18,262.32,20.53,173.33,129.8,28.72,98.9,114.45,82.99,238.82,133.67,102.04,88.42,258.05,75.11,190.34,188.21,162.84,39.23,113.89,44.18,53.94,96.45,194.24,102.92,298.41,75.84
"Bra000094",0,9.66,5.44,0,16.43,0,6.55,0,0,0,10.69,7.35,0,0,7.21,4.21,0,0,6.93,4.16,0,0,0,0,9.95,0,26.16,0,0,6.84,10.06,0,0,0,3.71,5.17,4.4,0,6.34
"Bra000095",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.12,0,0,0,0,0,0,37.7,0,0,0,0,0,0,0,0,0,0,0
"Bra000096",0,8.18,0,0,0,0,0,6.8,0,0,0,6.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.68,0,2.58,0,0,4.38,0,0,8.93
"Bra000097",0,0,0,0,0,0,0,45.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.13,0,0,0,0,0,0,0,0
"Bra000098",0,0,0,0,0,0,0,0,0,31.1,0,11.06,0,0,0,0,0,0,0,6.16,0,0,0,0,0,0,0,13.34,0,0,0,0,4.58,0,0,0,0,0,9.61
"Bra000099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.9,77.66,0,0,13.16,0,5.95,36.26,65.11,0,43.14,0,8.39
"Bra000100",7.13,0,3.69,0,0,0,0,10.83,5.03,0,7.24,0,5.05,13.27,4.88,5.67,0,3.51,4.69,0,0,0,0,0,0,0,0,6.04,3.82,4.59,2.26,0,16.42,0,5.01,3.49,0,14.3,2.84
"Bra000101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra000102",25.28,0,6.57,13.99,0,0,0,19.53,0,0,25.86,26.76,9.11,0,17.45,5.12,13.29,18.72,0,10.03,0,7.8,0,0,0,0,10.57,0,6.93,24.96,20.36,0,7.38,0,0,0,5.34,6.46,0
"Bra000103",0,9.61,5.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,4.43,5.66,0,0,0,6.05,0,0,0,4.37,5.29,0
"Bra000104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra000105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra000106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra000107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra000108",0,0,0,0,0,0,3.54,0,0,0,0,0,0,0,0,0,5.83,0,3.73,0,7.95,6.95,16.35,0,0,0,0,0,0,3.65,5.39,0,3.27,0,3.99,0,4.71,5.69,4.51
"Bra000109",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74,0,0
"Bra000110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra000111",0,0,26.58,0,0,0,0,0,6.07,17.2,0,0,0,0,0,0,0,0,0,6.73,12,10.55,0,0,8.26,24.33,0,0,0,0,0,0,35.12,0,6.11,0,7.27,17.64,0
"Bra000112",0,0,0,25.65,18.04,21.01,0,0,8.02,0,0,0,0,0,0,0,0,0,15.04,0,0,0,0,0,11.05,0,0,0,0,0,22.17,0,0,0,0,11.31,0,0,0
"Bra000113",0,11.97,0,0,0,0,0,0,0,0,13.19,0,9.3,0,0,0,13.57,6.37,0,0,0,0,0,0,0,0,10.79,0,0,0,0,0,0,0,0,12.81,0,0,18.4
"Bra000114",21.61,19.44,23.48,7.61,12.85,17.77,14.1,18.82,10.5,0,22.37,26.28,21.68,17.52,23.59,3.28,10.87,11.81,17.96,35.82,18.32,29.77,17,3.87,23.14,14.77,19.61,18.63,19.42,37.03,39.63,51.89,61.61,27.94,19.96,15.08,29.87,25.36,47.58
"Bra000115",0,0,22.73,0,0,13.32,27.4,0,20.74,0,0,10.32,10.55,0,0,0,0,0,9.69,0,0,9,0,0,14.02,0,0,6.23,0,9.65,4.71,0,4.27,13.01,5.2,0,0,14.98,26.87
"Bra000116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra000117",76.85,0,19.98,0,0,23.29,8.02,19.8,22.77,0,26.21,18.09,55.41,0,8.85,15.56,0,18.97,8.5,10.17,36.03,0,9.39,0,0,9.06,0,5.47,7.03,0,16.52,24.53,18.71,22.8,22.81,0,10.82,6.55,0
"Bra000118",22.27,0,0,0,54.13,0,28.22,0,24.07,0,0,0,0,0,31.24,0,0,0,45.12,35.27,0,41.91,0,0,22.1,16.22,57,0,38.29,0,36.95,0,26.7,20.36,24.34,11.31,9.69,35.38,14.17
"Bra000119",0,4.99,0,0,8.49,0,0,0,3.86,0,2.78,3.8,0,0,0,0,0,2.7,0,6.54,0,0,0,4.48,5.11,3.8,0,4.63,2.92,0,3.46,0,4.72,9.57,0,0,2.27,5.47,5.42
"Bra000120",30.41,23.03,20.94,0,3.91,4.48,0,0,10.7,0,25.66,3.5,21.39,9.37,31.11,22.02,5.18,9.99,0,12.09,14.13,6.17,10.89,0,14.15,0,8.34,8.55,8.07,22.67,31.93,38.34,36.29,13.25,12.4,7.41,2.09,5.05,13
"Bra000121",0,18.4,10.18,0,0,18.16,12.29,30.69,13.97,0,0,14,28.69,0,0,8.06,0,0,13.08,0,27.59,36.45,0,0,9.56,28.1,0,8.4,33.03,0,0,0,23.16,0,7.04,29.46,0,0,8.16
"Bra000122",0,0,0,0,0,0,0,0,0,0,4.01,0,0,0,0,0,0,0,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,13.85,0,0,0,3.97,1.57
"Bra000123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra000124",7.15,0,22.21,0,11.12,12.74,0,10.87,22.72,0,3.63,4.97,15.2,0,0,8.53,22.09,3.53,9.41,11.37,0,0,10.31,17.63,6.71,4.98,11.83,3.03,11.49,9.22,4.54,0,0,6.27,7.54,14.02,11.88,0,21.36
"Bra000125",0,16.79,4.74,19.94,0,8.19,11.4,0,6.47,0,4.65,6.39,19.53,8.57,6.27,0,9.48,4.51,12.05,3.63,0,11.21,19.87,0,4.32,6.39,7.58,0,0,17.79,11.65,0,2.64,0,6.45,13.49,7.64,0,3.67
"Bra000126",3.46,6.27,8.93,0,10.65,3.04,4.29,7.81,7.29,0,8.75,4.77,12.12,6.37,9.42,0,0,5.11,11.31,13.77,16.86,12.62,17.28,5.62,6.41,4.77,14.2,7.29,7.3,19.79,24.97,39.19,17.78,18.02,16.89,13.45,18.49,13.72,15.62
"Bra000127",16.06,0,0,0,0,0,0,0,11.47,0,0,0,0,0,0,6.57,0,0,0,0,0,0,0,0,7.78,0,13.52,6.9,0,0,5.23,0,4.73,0,5.77,0,0,0,9.95
"Bra000128",0,0,0,5.65,4.07,0,0,0,1.85,0,0,3.64,3.7,0,3.59,4.16,0,5.18,0,0,0,3.21,3.77,0,0,0,0,0,0,3.36,3.32,0,3.02,0,9.2,5.13,2.17,7.87,3.12
"Bra000129",0,0,0,10.73,0,0,0,0,3.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra000130",10.19,13.89,2.63,32.82,3.94,13.5,151.85,7.7,34.06,0,7.74,0,354.8,207.23,13.9,32.2,192.53,5.02,10.01,2.03,7.1,220.3,14.6,8.32,4.74,14.09,0,8.6,2.7,257.21,12.84,260.19,14.59,355.17,1.78,7.45,10.51,7.61,11.06
"Bra000131",0,0,14.18,0,0,0,0,0,9.76,0,0,0,0,0,0,0,0,0,0,0,0,0,41.2,0,0,0,0,0,0,37.56,18.13,0,0,0,9.92,0,0,43.52,29.14
"Bra000132",0,14.72,8.2,0,0,0,0,12.27,33.7,0,0,0,11.45,15.1,0,12.87,16.74,0,21,6.24,11.1,19.51,0,0,0,0,0,20.26,52.5,94.36,81.87,0,18.53,0,33.86,31.47,33.54,24.41,12.98
"Bra000133",0,0,0,0,26.14,0,10.32,0,11.72,0,8.43,11.7,0,0,0,6.72,0,8.11,21.92,13.01,0,50.92,36.45,13.87,0,0,27.64,7.05,0,21.92,5.35,0,0,14.75,5.89,8.21,0,0,37.32
"Bra000134",0,0,5.05,10.65,0,8.75,0,7.46,3.45,0,0,0,6.95,9.15,0,7.81,0,4.8,6.43,15.47,6.82,0,0,0,0,0,0,4.14,0,0,9.33,0,14.11,8.59,6.89,0,0,4.93,7.83
"Bra000135",86.19,304.99,69.01,108.44,221.57,132.24,55.91,327.82,383.16,280.41,183.92,99.58,241.02,0,187.57,135.56,102.09,42.93,150.71,170.1,125.65,56.09,277.01,159.19,46.28,66.7,0,366.66,271.59,481.12,336.28,347.06,342.7,0,379.13,229.76,480.05,294.6,610.4
"Bra000136",5.75,2.6,0,0,2.21,2.52,0,0,3.02,0,2.9,3.95,4.02,2.64,0,0,2.91,0,1.88,3.43,2,1.74,4.09,2.33,1.33,1.97,0,2.42,1.51,5.46,5.4,5.42,3.27,0,3,0,4.71,1.42,4.5
"Bra000137",0,0,0,0,0,0,0,0,9.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra000138",0,0,0,0,0,13.18,0,3.76,0,0,5.04,0,0,4.6,3.39,1.96,0,0,0,5.94,3.47,9.09,3.56,0,2.32,13.76,0,4.2,0,0,4.7,0,4.28,0,1.74,4.85,4.11,2.48,1.96
"Bra000139",0,0,7.3,0,0,12.81,8.79,0,0,13.84,0,0,0,0,0,0,0,0,0,0,9.87,0,10.31,0,0,0,11.75,6,0,0,4.54,0,4.11,0,0,0,0,0,8.61
"Bra000140",0,0,0,0,0,0,0,0,0,0,0,0,0,15.36,22.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.62,30.79,0,0,0,0,0,0,0
"Bra000141",0,0,0,0,0,0,0,0,4.12,11.23,0,0,0,0,0,0,12.16,0,0,4.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71
"Bra000142",0,0,0,0,0,0,0,0,13.58,45.27,0,0,28.91,0,0,0,0,0,0,0,0,0,0,0,19.4,28.11,0,0,0,0,0,0,0,0,0,0,0,20.62,16.71
"Bra000143",0,0,12.76,0,38.7,33.43,15.38,0,8.73,23.88,6.28,0,17.68,23.27,8.47,0,0,0,0,9.75,0,7.57,17.97,0,5.87,52.04,10.26,5.24,0,32.28,3.95,0,3.58,10.91,13.1,0,5.18,6.27,4.99
"Bra000144",3436.93,1633.02,1636.79,925.28,116.46,976.06,1660.84,448.76,405.39,8.84,2316.17,1728.59,1015.99,1083.34,1856.58,137.97,1795.54,1521.51,464.87,2515.75,1582.81,1228.31,983.57,747.14,719.82,560.84,1157.34,193.88,123.55,199.66,799.31,2731.59,2309.03,879.84,148.03,243.07,642.41,257.68,67.33
"Bra000145",6.25,0,3.23,0,9.69,5.54,0,14.21,2.2,0,6.34,4.33,13.24,0,8.54,2.48,0,3.08,0,7.45,0,0,17.97,10.24,0,0,15.47,0,3.33,12.04,13.83,0,7.18,10.93,0,6.11,7.77,9.38,6.2
"Bra000146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra000147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86,0,0,0,0,0,0,0,0
"Bra000148",0,0,0,0,0,0,0,0,8.75,0,0,17.67,18.14,0,0,10.2,0,0,16.42,9.59,0,0,0,0,12.11,0,0,0,14.01,0,0,0,0,22.27,17.74,49.46,0,0,0
"Bra000149",45.36,10.48,53,0,8.91,20.51,21.28,0,8.05,0,69.48,39.87,32.55,0,78.12,27.42,35.58,11.19,37.54,36.01,23.88,27.92,16.55,9.44,32.4,0,37.82,38.66,24.74,29.7,54.59,43.33,89.13,40.21,12.07,11.22,28.62,28.86,32.15
"Bra000150",5.9,0,0,0,4.57,5.22,3.67,4.46,2.08,0,2.99,0,4.16,10.93,4.03,0,0,0,3.87,4.69,0,7.19,0,0,13.76,0,9.73,2.49,0,0,7.45,0,11.85,0,2.07,0,0,2.94,1.17
"Bra000151",0,0,0,0,0,16.63,22.6,14.07,6.42,0,0,0,0,0,0,0,0,0,12.01,14.21,0,0,13.34,0,17.5,12.88,0,0,0,0,11.74,0,15.93,0,0,9.01,0,9.34,3.73
"Bra000152",0,0,0,0,6.64,0,0,6.49,0,0,0,0,0,0,0,0,0,0,0,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18,0,0,1.7
"Bra000153",0,0,4.66,0,0,0,0,6.87,6.36,0,0,0,0,0,0,3.59,9.32,0,0,0,0,0,6.51,0,0,0,0,3.82,0,0,8.59,0,5.2,0,0,4.42,0,9.08,3.61
"Bra000154",6.49,0,6.72,0,5.03,0,0,4.92,0,0,3.29,0,0,0,0,0,0,3.2,8.52,2.58,0,3.96,4.67,5.32,3.04,4.51,0,0,0,0,14.38,0,7.47,0,4.56,12.7,8.07,3.25,3.87
"Bra000155",0,0,0,0,0,0,6.48,0,0,0,0,0,0,0,0,0,0,5.11,0,4.12,0,6.37,0,0,0,0,0,0,5.63,6.76,0,0,0,9.16,0,0,0,10.52,0
"Bra000156",14.58,20,7.54,15.79,17,6.49,0,22.17,15.44,0,3.7,0,5.16,6.79,4.99,14.5,15.01,17.97,4.79,17.38,5.09,22.28,5.26,17.97,3.42,10.15,0,9.26,19.53,18.79,6.94,41.51,4.2,12.78,7.69,10.72,6.06,32.92,7.26
"Bra000157",16.61,15.58,8.67,0,0,30.66,10.46,12.99,35.63,16.78,0,11.86,12.13,0,11.55,34.07,0,8.21,33.32,26.35,0,0,24.63,28.13,24.21,47.56,28.01,21.42,9.28,33.33,48.76,32.02,39.23,0,41.8,41.63,14.21,8.62,44.72
"Bra000158",42.49,0,22.05,23.31,16.66,47.89,26.55,16.31,33.89,30.56,5.42,37.28,30.42,10.01,21.93,17.08,44.31,20.96,56.2,8.43,7.45,45.71,15.47,26.46,20.18,14.93,44.22,27.13,46.2,41.61,20.41,0,15.43,18.79,26.34,26.23,17.83,5.39,8.58
"Bra000159",14.94,27.9,38.92,0,11.86,0,0,0,15.98,29.74,7.67,0,10.85,0,10.35,0,0,7.38,0,35.56,0,0,22.04,12.58,7.21,21.28,12.55,38.43,8.28,39.7,33.93,0,70.25,26.75,10.7,29.83,38.13,53.93,61.43
"Bra000160",0,18.06,5.09,0,0,0,0,0,0,0,0,0,7.01,0,0,0,0,0,0,3.9,6.88,0,0,0,0,6.88,0,4.17,5.31,0,6.27,0,11.38,0,6.94,0,0,0,5.92
"Bra000161",0,0,0,0,0,0,0,0,0,0,12.84,0,0,0,0,0,0,0,16.75,0,0,0,0,0,0,0,0,10.75,0,0,16.51,0,0,0,0,0,0,0,10.58
"Bra000162",9.65,29.58,9.95,49.13,4.44,23.6,1.19,17.34,4.06,10.35,35.04,1.32,18.82,40.61,2.62,0,9.74,0.95,2.51,29.19,45.58,5.85,0,18.72,5.33,51.59,3.16,10.54,12.13,3.66,20.49,58.13,24.68,3.34,2.01,1.87,1.58,0.95,2.63
"Bra000163",189.85,125.45,198.48,43.12,228.61,70.72,95.84,164.41,115.74,0,117.54,136.39,181.61,92.15,291.37,70.63,61.37,46.94,165.67,195.58,121.02,106.56,255.11,113.35,120.94,41.06,241.27,188.39,203.61,243.54,205.78,330.6,242.5,292.25,212.75,296.59,318.92,228.49,385.12
"Bra000164",0,19.29,7.28,7.61,0,18.78,8.76,5.35,2.48,0,3.57,9.78,0,6.55,0,2.8,14.48,13.87,9.25,11.19,4.92,17.2,10.14,0,13.19,0,5.82,5.96,18.83,27.19,11.15,13.35,18.23,12.33,27.19,34.47,14.61,31.75,9.8
"Bra000165",0,0,0,0,0,0,0,0,0,118.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.14
"Bra000166",0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28,0,0,0,0,0,0,0,0,0,4.31,0,0,0,2.31,0,2.82,0,0,0,3.2
"Bra000167",0,0,0,0,15.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra000168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra000169",4.46,0,0,4.77,3.44,0,0,3.36,0,0,0,3.08,3.13,4.11,0,7.03,0,0,0,0,0,13.56,3.19,10.9,2.07,0,7.33,1.88,2.36,0,1.4,0,2.55,3.88,1.56,0,5.51,0,0
"Bra000170",0,0,29.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.43,0,0,0,0,0,0,0,0,0,0,0,26.13,0,0
"Bra000171",10.83,0,0,0,0,0,6.77,8.32,3.84,0,16.58,0,7.76,0,0,13.07,0,5.34,14.33,4.3,0,0,0,18,5.15,0,0,0,0,14.16,6.94,0,6.3,0,3.84,0,0,5.5,13.13
"Bra000172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra000173",0,0,71.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra000174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra000175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra000176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra000177",22.4,0,35.23,0,36.31,0,0,53.46,0,23.84,11.61,0,0,0,31.43,9.37,0,44.36,45.39,0,0,14.05,0,38.64,0,0,0,9.72,89.91,0,0,0,0,0,16.33,0,29.26,47.47,61.8
"Bra000178",0,0,0,0,0,0,0,0,0,41.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.21,0,0,0,0,0,0,0,0,0,0
"Bra000179",0,77.09,16.27,91.68,8.19,0,19.59,8.02,11.11,0,21.32,36.65,7.48,9.84,7.19,8.4,21.78,5.16,0,8.3,36.64,0,0,8.67,0,7.34,17.39,8.89,11.35,6.82,13.38,0,6.07,27.72,3.7,5.16,4.38,15.91,4.22
"Bra000180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra000181",0,0,0,0,5.73,0,0,0,0,0,0,0,5.22,13.74,0,0,0,7.27,0,2.93,0,0,0,0,0,0,6.1,0,0,0,0,14,12.75,0,5.18,3.61,3.06,3.7,5.88
"Bra000182",0,38.29,28.56,0,32.56,12.52,0,0,19.54,0,0,29.14,19.84,0,28.46,0,0,0,45.61,10.89,48.29,0,20.16,23.01,6.59,9.73,0,23.48,15.12,27.21,26.61,0,24.11,0,14.69,13.65,17.44,42.26,44.89
"Bra000183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra000184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.99,0,0,0,0,0,18.21,0,0,0,0,0,0,0,0,35.37,0,0,0,0,9.37,0,0,0,10.97
"Bra000185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.63,0,0
"Bra000186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,0,0,0,0,0,0,0,7.88,0,0,13.34,0,0,0
"Bra000187",0,0,0,7.99,0,0,0,0,2.6,0,7.49,0,0,0,0,2.93,0,0,0,0,0,0,0,0,3.46,0,0,0,0,0,2.34,0,0,0,0,0,0,0,0
"Bra000188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.15,0,0,0,0,39.08,0,0,0,0,10.3,0,0,0,0
"Bra000189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra000190",0,17.17,0,0,0,0,5.83,21.42,3.3,0,14.26,13.06,6.66,8.76,0,14.95,0,0,0,14.83,0,17.18,13.54,0,0,6.54,7.75,3.97,10.09,12.13,32.77,35.56,18.93,0,0,13.79,15.61,0,7.5
"Bra000191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.1,0,0,0,0,0,0,33.95,0,0,0,0,0,0
"Bra000192",0,0,0,0,0,0,0,0,0,20.04,0,0,0,0,0,8.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra000193",0,0,0,0,0,0,0,0,42.18,0,60.84,0,0,0,0,52.68,69.49,0,119.72,0,0,74.55,0,0,0,44.79,0,25.51,0,131.27,20.75,0,0,0,66.08,30.66,0,0,41.27
"Bra000194",0,0,0,22.39,0,0,0,0,0,0,0,0,0,0,0,0,0,9.73,0,0,0,0,0,0,9.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra000195",14.12,0,0,47.16,11.18,51.62,0,87.64,0,69.76,0,0,40.9,40.41,19.55,5.74,44.79,13.95,0,0,19.89,8.73,10.39,23.71,20.38,0,11.84,12.09,0,28.05,0,54.21,0,25.23,5.05,7.03,5.99,21.78,2.89
"Bra000196",0,18.65,0,0,0,0,12.64,0,0,0,0,0,7.23,0,0,12.19,0,0,0,4.02,0,6.22,0,8.39,0,7.1,0,0,10.98,0,3.24,0,11.75,0,3.58,0,0,5.13,2.04
"Bra000197",0,0,0,0,0,0,0,0,4.88,0,0,0,0,0,0,0,0,0,0,10.89,19.31,8.48,0,0,0,0,0,5.87,0,9.07,4.43,0,12.06,0,0,0,0,14.09,0
"Bra000198",26.5,12.31,13.78,0,10.47,0,8.3,30.75,0,0,6.78,9.37,0,0,0,0,0,13.08,26.41,0,18.64,0,9.72,0,12.71,9.39,0,11.33,14.57,17.48,8.55,0,23.26,35.42,23.62,19.75,11.21,47.53,32.45
"Bra000199",0,0,0,0,0,0,0,0,0,0,0,29.19,0,0,27.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra000200",19.55,4.44,0,10.49,3.77,30.2,9.1,47.97,22.35,8.95,0,13.51,0,9.03,3.33,23.15,44.9,9.63,19.2,17.49,0,38.69,0,3.99,40.92,10.14,32.18,76.3,36.29,9.36,4.62,27.73,9.8,4.26,17.09,47.64,30.24,60.81,10.6
"Bra000201",0,0,2.71,0,8.1,0,6.51,0,7.38,0,7.96,0,0,0,14.3,0,10.71,5.16,3.43,10.42,0,9.58,0,0,4.88,3.63,4.32,8.85,0,13.4,13.21,0,16.52,0,5.5,2.56,4.33,0,2.07
"Bra000202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra000203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.14,0,0,4.05,0,0,0,0,0,0
"Bra000204",0,0,542.84,0,0,0,0,0,403.78,0,546.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376.53,0,0,0,0,0,0,0,0
