,AL0D_1_GLbulkRNAseq_sub,AL0D_2_GLbulkRNAseq_sub,AL0D_3_GLbulkRNAseq_sub,AL0D_5_GLbulkRNAseq_sub,AL0R_1_GLbulkRNAseq_sub,AL0R_2_GLbulkRNAseq_sub,AL0R_3_GLbulkRNAseq_sub,AL0R_4_GLbulkRNAseq_sub,AL40D_1_GLbulkRNAseq_sub,AL40D_2_GLbulkRNAseq_sub,AL40D_3_GLbulkRNAseq_sub,AL40D_5_GLbulkRNAseq_sub,AL40R_1_GLbulkRNAseq_sub,AL40R_2_GLbulkRNAseq_sub,AL40R_3_GLbulkRNAseq_sub,AL40R_4_GLbulkRNAseq_sub,W0D_1_GLbulkRNAseq_sub,W0D_2_GLbulkRNAseq_sub,W0D_3_GLbulkRNAseq_sub,W0D_4_GLbulkRNAseq_sub,W0R_1_GLbulkRNAseq_sub,W0R_2_GLbulkRNAseq_sub,W0R_3_GLbulkRNAseq_sub,W0R_5_GLbulkRNAseq_sub,W40D_1_GLbulkRNAseq_sub,W40D_2_GLbulkRNAseq_sub,W40D_4_GLbulkRNAseq_sub,W40D_5_GLbulkRNAseq_sub,W40R_2_GLbulkRNAseq_sub,W40R_4_GLbulkRNAseq_sub,W40R_5_GLbulkRNAseq_sub
Bra000186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Bra000187,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Bra000188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
Bra000189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000190,0,2,0,0,0,1,3,1,3,2,1,0,4,0,0,0,4,0,3,2,0,1,1,2,2,11,7,0,3,0,4
Bra000191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Bra000192,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000193,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,3,0,0,2,0,0,1,0,0,3,1,0,0,1,0,3
Bra000194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bra000195,1,0,0,1,4,0,8,0,0,0,4,2,1,3,2,0,0,2,1,1,3,0,1,0,3,0,0,2,1,3,1
Bra000196,0,2,0,0,0,2,0,0,0,0,1,0,3,0,0,0,1,0,1,0,0,1,0,2,0,1,4,0,0,1,1
Bra000197,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,1,1,3,0,0,2,0
Bra000198,2,1,2,1,0,1,3,0,1,1,0,0,0,0,2,3,0,2,0,1,2,1,0,2,2,2,6,3,3,7,12
Bra000199,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000200,4,1,0,1,7,3,13,13,0,4,0,1,12,9,4,6,9,0,13,0,18,3,8,14,3,3,7,1,20,25,11
Bra000201,0,0,1,2,0,2,0,4,3,0,0,4,0,2,2,1,5,0,3,0,2,1,1,0,4,8,11,0,1,0,2
Bra000202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Bra000204,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bra000205,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000206,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0
Bra000207,0,1,2,0,2,1,0,2,0,0,0,0,0,0,0,0,3,2,2,0,1,1,2,0,2,4,0,0,0,4,10
Bra000208,4,7,25,19,1,7,9,13,18,10,17,17,5,7,4,10,13,15,18,26,21,19,9,17,22,15,24,15,42,34,27
Bra000209,0,0,1,1,1,0,0,0,1,0,0,0,3,1,1,0,2,0,0,0,1,0,0,0,0,1,3,0,0,0,5
Bra000210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000211,1,3,8,3,3,2,2,15,8,3,4,4,7,0,1,9,10,3,5,4,8,4,2,9,5,20,12,1,4,10,20
Bra000212,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Bra000213,0,0,2,1,1,1,1,3,2,1,2,0,4,2,0,2,1,1,1,0,0,1,0,2,1,6,4,0,2,0,1
Bra000214,0,0,1,1,0,0,0,2,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,2,0,2,0,1,4
Bra000215,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,2,0,0,0,0
Bra000216,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000217,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bra000218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bra000219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000220,1,3,5,1,0,0,0,6,5,2,1,1,5,1,2,2,4,2,3,3,5,1,0,3,4,13,7,2,4.47,2,22
Bra000221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000222,0,1,1,1,1,0,0,1,0,0,0,4,1,1,0,0,0,0,3,4,1,1,1,0,2,1,5,0,1,1,4
Bra000223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000224,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,0,1,1,0,1,0
Bra000225,4,2,11,7,5,3,3,4,10,9,9,6,1,2,3,4,4,6,9,7,8,11,7,11,0,4,8,4,6,8,10
Bra000226,0,1,0,0,1,1,1,2,0,1,2,0,0,0,1,1,0,0,0,0,0,3,1,1,0,1,1,0,3,1,3
Bra000227,1,0,0,0,0,0,0,0,3,0,1,0,4,2,3,0,3,1,0,0,0,0,0,2,2,0,2,0,0,2,0
Bra000228,1,1,1,0,0,2,0,1,0,1,1,0,1,1,2,1,0,2,0,0,0,0,0,0,0,3,0,2,1,0,0
Bra000229,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,4,3,0,2,1,5,2,0,1,1,9,10,6
Bra000230,0,3,5,1,3,0,2,12,2,1,3,0,10,0,1,1,5,1,2,2,2,2,0,2,4,18,16,1,3,7,9
Bra000231,1,0,0,0,1,2,1,0,1,0,0,0,0,1,1,1,1,1,1,0,2,0,0,0,1,1,1,0,0,2,5
Bra000232,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,2,0,0,1,2,1,1,1,0,4,1,0,0,0,6
Bra000233,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000234,12,7,7,2,5,7,2,2,5,5,1,14,1,1,7,2,13,10,6,4,9,2,14,4,1,29,28,13,2,2,8
Bra000235,0,1,2,3,2,1,4,2,1,0,4,1,13,1,2,4,5,0,3,5,4,1,0,4,0,0,0,5,11,6,5
Bra000236,1,1,0,0,2,1,4,2,2,0,0,1,0,1,2,0,9,5,0,0,3,0,2,0,1,7,11,3,2,3,8
Bra000237,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,2,0,0,1,0,0,0,0,0
Bra000238,7,3,7,1,4,3,9,5,10,6,3,4,2,1,12,5,10,2,5,10,4,2,1,4,1,19,22,5,6,3,24
Bra000239,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Bra000240,1,5,5,1,3,1,2,2,8,2,0,1,1,0,1,3,8,3,7,1,3,2,0,2,8,8,13,4,11,10,13
Bra000241,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000242,6,14,24,14,5,6,13,54,12,12,6,14,49,3,10,10,21,5,6,17,4,3,9,13,24,39,53,4,10,19,106
Bra000243,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0
Bra000244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bra000245,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bra000247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Bra000248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000249,0,0,1,0,0,0,0,3,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,1,1,2,0,0,1,3
Bra000250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1,2,0,0,0,0
Bra000251,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,2,0,1,0
Bra000252,2,1,0,0,0,0,1,3,0,1,0,0,1,2,0,0,0,0,2,0,0,2,0,1,0,0,0,0,3,0,1
Bra000253,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1
Bra000254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000256,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
Bra000257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000260,0,1,1,3,1,1,1,0,2,1,0,0,0,0.01,0,1,3,0,2,0,0,0,2,1,6,7,6,2,4,2,10
Bra000261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1
Bra000262,0,0,1,0,0,1,1,0,1,2,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,5.3,1,0,0.95,1
Bra000263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bra000264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bra000265,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0
Bra000266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000267,2,2,5,1,1,3,2,2,4,2,1,0,1,1,1,2,4,2,3,3,1,3,1,1,1,0,4,1,3,2,7
Bra000268,2,0,4,2,0,2,2,5,6,4,1,1,6,1,2,1,2,1,2,3,8,1,2,0,0,7,7,4,2,6,9
Bra000269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000272,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,3,1,0,3,3,8,0,8,7,8
Bra000273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000274,0,0,3,0,0,1,2,3,1,1,0,0,2,0,0,1,6,1,0,0,1,1,0,1,0,3,6,0,1,1,4
Bra000275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000276,0,0,1,0,2,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Bra000277,1,1,1,0,1,0,1,0,0,1,0,0,2,0,0,1,1,0,2,1,0,0,1,0,1,4,2,0,0,0,6
Bra000278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bra000279,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3,0,0,4
Bra000280,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1
Bra000281,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,3,0,0,0,0,0,0,2
Bra000282,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
Bra000283,0,1,5,1,2,3,0,0,1,1,4,3,2,1,2,0,2,0,7,3,1,2,0,2,4,6,11,5,0,2,3
Bra000284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bra000285,11,8,30,13,15,20,17,38,30,19,17,17,11,7,15,14,24,15,13,16,17,10,23,5,9,19,31,4,10,10,20
Bra000286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,1,3,1
Bra000287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000288,0,0,1,1,1,1,0,0,1,0,0,0,0,0,2,0,0,1,1,0,2,0,0,0,0,1,3,0,0,1,1
Bra000289,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0
Bra000290,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1
Bra000291,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,2,6
Bra000292,0,1,6,0,3,1,2,4,0,1,1,0,1,0,0,8,2,3,0,4,1,1,0,2,1,4,1,0,3,0,13
Bra000293,2,3,8,3,4,4,3,7,10,2,3,2,7,4,5,3,5,4,10,5,8,4,5,2,7,9,17,6,5.26,12.01,34
Bra000294,1,1,2,0,0,1,1,0,3,0,1,0,0,1,0,3,1,1,2,0,0,0,0,2,1,2,4,0,2,5,3
Bra000295,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0
Bra000296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000297,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,2,0,1,2,0,0,0,0,1
Bra000298,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bra000299,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000300,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,2,4,2,0,1,2,2
Bra000301,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,2
Bra000302,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
Bra000303,3,0,1,0,0,0,2,2,1,4,0,0,1,0,2,0,0,1,0,2,0,0,0,1,1,2,1,0,1,1,1
Bra000304,1,1,0,2,0,1,3,0,1,1,3,0,1,0,3,0,2,2,0,0,3,0,0,0,2,3,3,0,1,0,2
Bra000305,0,0,0,0,0,2,1,1,0,0,1,0,0,0,1,0,1,0,0,1,2,0,0,0,0,2,3,0,1,1,0
Bra000306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Bra000307,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000308,2,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,1,1,0,0,0,0,1,1,2,0,0,0,0
Bra000309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000310,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Bra000311,0,0,2,0,0,1,3,1,1,0,2,0,1,0,0,0,1,1,2,1,0,2,0,1,1,2,2,0,0,1,0
Bra000312,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Bra000313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000314,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,3,1,3,0,4
Bra000315,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,0,0,0,1,0,5,0,0,0,0,5,0,0,1,0
Bra000316,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,2,0,0,2,0,1,2,1,0,4,1,0,0,0,4
Bra000317,1,2,2,3,1,0,0,2,2,0,2,3,1,0,0,1,6,0,2,3,9,2,0,0,8,16,14,3,8,6,55
Bra000318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
Bra000319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000321,2,3,2,0,1,0,1,5,5,2,3,4,1,2,4,0,2,1,1,1,2,2,2,12,2,13,14,3,3,1,12
Bra000322,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Bra000325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Bra000326,2,0,0,0,0,2,1,2,1,2,4,1,4,1,0,1,2,0,2,2,0,2,3,1,2,2,3,2,1,0,10
Bra000327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000328,19,0,7,1,1,0,0,0,0,0,20,12,2,1,1,8,0,0,0,2,0,0,0,3,2,5,4,0,0,0,6
Bra000329,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0
Bra000331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bra000333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0,1,1,1,0
Bra000334,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,2,1,0,0,0
Bra000335,0,0,4,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,4,1,0,0,0
Bra000336,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Bra000337,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bra000338,1,1,0,1,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,1,0,0,0,1,0,2,3,0,1,0,2
Bra000339,2,0,5,2,0,3,4,7,6,5,2,4,7,0,0,7,3,3,0,2,5,4,1,22,4,18,9,1,3,5,20
Bra000340,5,0,0,2,1,0,0,0,1,3,0,0,1,0,0,3,0,1,1,1,1,0,1,3,3,3,1,0,4,2,1
Bra000341,0,4,1,1,0,0,1,4.94,1,0,1,0,1,0,1.96,0,3,1,0,0,1,0,1,5,2,1,2,0,0,0,5.6
Bra000342,2,4,4,2,0,1,1,5,2,2,2,2,1,7,8,0,5,9,1,2,5,3,4,2,2,3,6,2,2,1,1
Bra000343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,3
Bra000345,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000346,1,1,2,0,0,2,1,2,2,3,1,1,0,1,0,0,3,0,0,1,1,1,0,2,1,8,10,2,0,0,4
Bra000347,2,1,0,0,0,1,0,1,1,0,2,0,1,0,1,0,0,0,0,1,0,1,0,0,0,3,10,1,0,0,3
Bra000348,2,0,0,0,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
Bra000349,2,2,3,3,0,4,12,5,4,7,1,3,3,6,3,8,4,2,3,8,4,2,2,6,2,4,8,6,13,3,13
Bra000350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bra000351,2,0,6,0,2,2,1,9,3,3,3,2,1,1,2,2,3,2,0,1,3,1,1,4,2.35,10,11,1,6,1,15
Bra000352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
Bra000353,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,2,0,4
Bra000354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000355,1,2,1,0,0,0.92,0,0,0,0,1,0,0,0.5,1,0,0,0,0,0,2,1,0,0,1,2,3,0,0,0,4
Bra000356,2,0,1,0,0,1,2,3,1,0,0,0,6,0,0,2,0,0,0,0,0,0,2,2,0,0,3,0,1,0,10
Bra000357,0,1,0,0,0,0,2,1,1,0,1,0,2,0,0,0,5,0,1,1,0,0,0,0,2,1,0,0,0,0,1
Bra000358,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,2,0,2,3,0,0,0,1,1,4,4,1,3,5,5
Bra000359,0,0,2,0,1,1,1,0,1,0,2,0,0,0,0,0,0,1,2,0,0,1,0,1,1,5,2,0,0,1,2
Bra000360,9,14,21,13,9,20,25,11,9,20,15,19,17,6,9,25,15,12,23,17,35,16,38,34,24,7,12,21,15,34,47
Bra000361,2,2,0,1,0,0,1,0,2,1,0,0,2,0,1,3,1,2,0,2,1,0,3,0,0,0,1,0,4,1,2
Bra000362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000363,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000364,3,3,9,0,2,2,1,12,3,0,5,1,7,1,5,1,0,0,1,1,0,1,0,3,3,7,6,4,3,0,10
Bra000365,4,6,8,6,4,9,9,14,11,16,8,11,1,4,13,6,18,9,5,8,13,3,8,10,9,26,26,7,9,8,14
Bra000366,0,1,0,0,0,0,1,1,1,1,0,1,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Bra000367,1,1,2,2,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2,9,0,0,0,1,6
Bra000368,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,2,1,1
Bra000369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bra000370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000371,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,6,1,4,3,1,1,1,14
Bra000372,4,2,2,0,2,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Bra000373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000374,1,1,1,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,2,2,0,0,0,1
Bra000375,0,0,0,4,0,0,2,2,1,0,2,1,2,0,1,3,1,2,1,0,1,0,0,2,2,4,3,0,4,0,1
Bra000376,4,0,3,0,1,3,0,2,3,2,3,1,5,1,3,4,2,3,1,0,2,1,0,1,2,3,3,9,0,0,4
Bra000377,11,5,3,0,4,2,4,3,8,1,0,2,12,1,6,4,19,7,1,7,6,3,2,1,3,7,6,6,6,2,5
Bra000378,1,0,0,1,0,2,0,1,1,1,0,1,2,0,0,0,2,0,0,1,0,1,0,0,0,2,1,0,0,0,1
Bra000379,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bra000380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra000381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
