"","SRR4417242","SRR4417238","SRR4417240","SRR4417241","SRR4417237","SRR4417239","SRR4417243","SRR4417244"
"Bra000529",224,418.86,510.71,133,647.85,543.85,471,307
"Bra000530",0,0,1,0,0,0,0,0
"Bra000531",57,31,36,33,54,28,91,60
"Bra000532",115,82,77,58,161,115,241,120
"Bra000533",110,94,121,68,172,113,222,169
"Bra000534",1389,976,1056,693,1460,1549,2106,1427
"Bra000535",75,4,0,111,4,2,229,127
"Bra000536",405,571,713,329,614,567,1370,680
"Bra000537",350,343,458,288,510,468,881,607
"Bra000538",151,214,226,87,530,522,369,118
"Bra000539",626,584,862,334,734,681,1228,916
"Bra000540",0,0,0,0,0,0,0,1
"Bra000541",31176,10425,9980,7718,13716,23413,23259,18285
"Bra000542",2,0,14,2,2,0,6,3
"Bra000543",610,583,865,578,771,579,1534,1009
"Bra000544",51,28,51,33,24,19,150,91
"Bra000545",242,304,370,203,374,212,546,348
"Bra000546",3,1.15,0,3,2,3.02,2.13,4.18
"Bra000547",1597,1847,1839,1403,2002,2111,4115,2326
"Bra000548",0,0,1,1,1,1,1,1
"Bra000549",457,455.86,169,141,1051,1880.86,343,258
"Bra000550",81,99,112,79,165,97,184,116
"Bra000551",34,51,33,45,74,51,79,57
"Bra000552",352,336,292,291,390,372,908,542
"Bra000553",449,390,365,336,208,270,1606,782
"Bra000554",215,211,267,170,304,253,483,311
"Bra000555",38,42,47,60,116,69,105,79
"Bra000556",0,0,0,7,7,1,18,9
"Bra000557",42,107,92,52,113,57,146,68
"Bra000558",206,392,318,278,303,211,584,373
"Bra000559",1,0,1,0,0,1,1,0
"Bra000560",177,97,185,240,221,214,324,242
"Bra000561",733,612,659,490,848,795,1481,1086
"Bra000562",0,0,0,1,0,0,2,0
"Bra000563",261,280,459,293,393,337,635,472
"Bra000564",194,143,194,135,257,198,407,300
"Bra000565",0,0,0,0,0,0,0,1
"Bra000566",17175.95,5062,4713,4145,6107.91,9503,13405.96,9100
"Bra000567",624,603,864,707,911,888,1874,1022
"Bra000568",0,0,2,0,0,0,1,0
"Bra000569",0,0,1,2,0,0,7,4
"Bra000570",84,104,112,46,34,51,124,78
"Bra000571",917,1058,1385,741,919,900,2590,1171
"Bra000572",23,2,8,2,3,2,11,5
"Bra000573",324,377,427,275,579,438,802,554
"Bra000574",316,320,477,220,483,402,782,462
"Bra000575",148,160,138,75,232,164,359,194
"Bra000576",3,0,6,1,0,1,6,2
"Bra000577",199,131,176,126,183,138,384,232
"Bra000578",0,0,1,0,0,0,0,0
"Bra000579",0,0,0,0,0,0,0,0
"Bra000580",0,2,0,0,6,2,0,0
"Bra000581",1,32,9,6,124,135,10,9
"Bra000582",4,0,1,0,3,3,3,3
"Bra000583",132.72,214,182.99,103,267,209.99,265.99,113.12
"Bra000584",43,91.14,41.27,43.88,158.46,111.18,83.36,90.83
"Bra000585",63,51,45,34,90,48,132,123
"Bra000586",87,18,111,17,14,8,259,120
"Bra000587",367,389,575,358,307,511,1530,690
"Bra000588",834,908,1022,700,542,781,2075,1403
"Bra000589",19,12,8,11,11,14,30,15
"Bra000590",1,2,0,1,2,0,0,0
"Bra000591",10654,4130,4045,2581,5450,9011,8238,5587
"Bra000592",601,362,620,434.45,151,237,1278.74,681.92
"Bra000593",64,23,41,48,62,36,122,87
"Bra000594",1737,1926.52,2479.57,1564,2332.25,2369.6,5288.37,2756
"Bra000595",503,378,488,368,542,386,1013,605
"Bra000596",768.12,663.85,794.42,770.41,756.53,822.64,2332.69,1150.17
"Bra000597",0,2,3,0.5,5,6,0,0
"Bra000598",574,831,886,414,650,660,1888,940
"Bra000599",2398,1076,1081,559,1496,2299,1688,1175
"Bra000600",848,827,1123,612,1174,882,2016,1371
"Bra000601",294,302.99,320,259,522,535,938,345
"Bra000602",249,272,281,203,358,287,663,372
"Bra000603",4510,4381,5115,3618,5092,5447,14047,6631
"Bra000604",693,666,835,854,894,893,1845,1048
"Bra000605",542,538,710,513,905,684,1500,762
"Bra000606",22,20,28,5,14,11,60,29
"Bra000607",39,0,51,0,0,1,103,68
"Bra000608",0,0,0,0,0,0,0,0
"Bra000609",2,15,16,19,27,14,12,14
"Bra000610",30,41,36,21,41,33,65,39
"Bra000611",6,1,11,1,15,17,10,2
"Bra000612",427,479,611,372,720,549,860,738
"Bra000613",19,1,19,15,8,14,59,19
"Bra000614",375,360,634,300,507,520,796,587
"Bra000615",4355,4706,5284,1917,2921,2943,8440,4162
"Bra000616",374,181,277,192,284,234,881,323
"Bra000617",454,533,608,354,786,556,1156,724
"Bra000618",20,7,21,4,17,7,30,20
"Bra000619",393,388,519,286,585,465,1116,603
"Bra000620",118,125,181,56,183,125,322,129
"Bra000621",146,134,145,114,219,167,334,233
"Bra000622",828,1087,1231,804,1448,1196,2198,1381
"Bra000623",847,1046,1407,692,1387,1100,2073,1391
"Bra000624",0,0,0,0,0,0,0,0
"Bra000625",197,164,194,166,311,200,454,282
"Bra000626",12,0,1,0,0,4,13,10
"Bra000627",26,22,42,20,55,30,83,52
"Bra000628",3,1,81,4,0,1,7,35
"Bra000629",0,0,0,0,1,0,0,0
"Bra000630",29,34,49,10,33,40,87,20
"Bra000631",6,5,3,3,1,2,14,2
"Bra000632",375,421,534,294,502,460,957,595
"Bra000633",316,291,418,259,342,302,821,505
"Bra000634",383,364,494,232,601,421,918,535
"Bra000635",6326,2333,2060,1961,3059,4992,5251,3403
"Bra000636",235,260,410,176,357,307,661,374
"Bra000637",0,0,0,0,0,0,0,0
"Bra000638",295,177,418,196,182,229,948,513
"Bra000639",1093,536,640,472,693,763,1343,889
"Bra000640",1,0,0,1,0,0,0,1
"Bra000641",1776.4,1809.97,1992.07,1411.79,2470,2067,3969.75,2600.1
"Bra000642",49,56,64,41,88,57,85,87
"Bra000643",242,246,318,186,336,319,541,441
"Bra000644",18,15,20,9,38,17,35,12
"Bra000645",0,0,0,0,1,0,2,1
"Bra000646",479,358,551,350,576,595,957,662
"Bra000647",370,346,475,335,458,432,953,633
"Bra000648",203,176,221,145,274,239,402,293
"Bra000649",0,15,1.01,17,32.15,21,0,24.45
"Bra000650",223,173,231.99,101,263.85,207,454,291.55
"Bra000651",0,2,1,0,14,0,0,5
"Bra000652",7,3,5,0,5,8,6,3
"Bra000653",10,0,0,0,0,0,5,1
"Bra000654",291,300,410,294,551,332,709,524
"Bra000655",174,203,313,189,359,241,517,356
"Bra000656",559,563,797,496,758,635,1424,812
"Bra000657",341,301,629,418,354,307,1196,635
"Bra000658",5,3,4,1,3,4,6,1
"Bra000659",934,1209,1806,788,1047,1072,3042,1656
"Bra000660",149,562,483,226,499,506,480,289
"Bra000661",168,284,256,180,390,271,517,346
"Bra000662",562,332,627,319,450,359,1060,691
"Bra000663",774,982,817,253,451,807,1413,642
"Bra000664",155,109,179,5,166,107,269,216
"Bra000665",37,44,56,54,131,54,100,90
"Bra000666",80,88,112,32,150,104,189,110
"Bra000667",591,868,916,455,1003,814,1664,844
"Bra000668",5,0,17,0,3,2,1,4
"Bra000669",101,61,101,20,115,54,202,136
"Bra000670",101,148,255,154,193,137,242,191
"Bra000671",0,0,0,0,1,1,0,0
"Bra000672",38,53,36,35,138,50,105,89
"Bra000673",7,2,2,1,2,0,12,6
"Bra000674",168,186,198,102,262,187,342,240
"Bra000675",139,168,142,130,268,159,342,210
"Bra000676",12,11,22,18,10,12,29,22
"Bra000677",10,2,21,19,6,6,28,38
"Bra000678",0,0,2,0,0,0,2,1
"Bra000679",28,48,65,43,70,61,123,58
"Bra000680",186,243,349,215,296,359,521,295
"Bra000681",634,637,881,576,1083,762,1550,1038
"Bra000682",0,0,0,0,0,0,0,0
"Bra000683",246,195,284,222,279,239,645,382
"Bra000684",456,413,464,343,586.87,530,820,643
"Bra000685",252,196,260,175,317,262,591,292
"Bra000686",78,83,164,109,114,92,199,198
"Bra000687",3280,3088,3683,2711,4168,3911.82,6985.82,3370
"Bra000688",575,571,634,428,833,757,1344,839
"Bra000689",236,294,274,131,411,313,493,258
"Bra000690",371,388,536,274,448,360,1032,578
"Bra000691",48,123,92,81,148,194,125,107
"Bra000692",1451,1470,1757,904,2175,1401,3352,2013
"Bra000693",201,167,263,124,254,210,473,233
"Bra000694",245,204,306,172,253,247,577,279
"Bra000695",20,4,3,3,6,3,12,12
"Bra000696",96,67,161,68,125,91,116,200
"Bra000697",0,1,1,0,1,0,0,0
"Bra000698",706.97,402.91,432.01,133.41,552.96,462.31,1370.32,489.17
"Bra000699",264,203,160,65,278,233,660,202
"Bra000700",281,389,422,273,537,439,671,507
"Bra000701",164,220,275,198,300,239,459,365
"Bra000702",419,579,590,444,766,615,1163,703
"Bra000703",1,5,2,4,24,1,1,1
"Bra000704",8,0,4,1,0,1,13,0
"Bra000705",99,123,134,54,125,98,260,141
"Bra000706",0,262,42,330,266,310,2,221
"Bra000707",75,51,122,35,35,62,104,74
"Bra000708",1714,1869,1231,435,1394,1527,2046,984
"Bra000709",31,6,13,4,19,9,8,22
"Bra000710",56,10,61,26,94.12,87,60.05,230.06
"Bra000711",313.31,379.59,506.63,342.11,563.01,406.85,932.94,573.12
"Bra000712",6,0,31,0,4,0,5,1
"Bra000713",49,7,159,15,12,10,69,44
"Bra000714",673,488,743,525,680,593,1628,995
"Bra000715",447,361,490,309,531,450,1289,632.17
"Bra000716",23,18,39,11,35,21,77,43
"Bra000717",38,35,38,33,23,22,81,99
"Bra000718",155,36,162,47,50,50,343,243
"Bra000719",2515,2322,2364,1621,3227,2738,5324,3176
"Bra000720",77,42.02,70,57,84.11,58,222,110
"Bra000721",391,438,509,286,551,473,1104,547
"Bra000722",145,75,101,67,95,114,275,131
"Bra000723",6,2,1,0,0,6,11,1
"Bra000724",871,945,1224,891,1536,1303,2480,1320
"Bra000725",4,13,7,0,30,23,18,0
"Bra000726",1,0,0,0,0,0,0,1
"Bra000727",0,0,0,0,0,1,0,0
"Bra000728",118,178,223,116,223,150,397,214
"Bra000729",562,506,561,360,667,557,1366,812
"Bra000730",54,56,85,54,100,69,95,101
"Bra000731",2,1,0,0,0,2,0,1
"Bra000732",28,19,47,26,39,33,104,37
"Bra000733",260,170,99,151,296,222,607,454
"Bra000734",120,91,501,367,135,105,379,333
"Bra000735",46,0,27,0,0,0,105,0
"Bra000736",7,11,22,11,35,26,33,11
"Bra000737",1026.61,1049.2,1054.25,774.56,1387.5,1231.68,2346.5,1217.39
"Bra000738",10,50,14,35,17.06,70,18.02,116
"Bra000739",676,980,973,1202,1285,1058,1306,1413
"Bra000740",84,115,130,44,179,102.42,218,108
"Bra000741",542,680.45,761,458,952,656,1474,838.35
"Bra000742",27,15,25,20,20,15,84,32
"Bra000743",720.25,924.64,980.01,637.89,1214.8,886.64,1838.66,1246.27
"Bra000744",0,0,5,1,1,0,3,11
"Bra000745",0,1,0,0,3,1,0,3
"Bra000746",0,0,0,0,0,0,0,0
"Bra000747",500,489,609,408,698,614,1168,775
"Bra000748",0,0,0,0,0,0,0,0
"Bra000749",62,53,66,85,67,90,119,61
"Bra000750",0,2,0,1,5,6,0,0
"Bra000751",0,0,0,0,0,0,0,0
"Bra000752",3,0,0,1,0,0,1,1
"Bra000753",0,0,2,0,1,0,3,0
"Bra000754",19,42,42,70,58,52,73,38
"Bra000755",470,496,441,330,416,506,1529,1232
"Bra000756",28,21,38,15,65,29,49,27
"Bra000757",2292,2379,2291,1835,2487,2764,6502,3478
"Bra000758",211,158,141,75,237,185,608,293
"Bra000759",218,128,207,217,206,163,578,347
"Bra000760",31.17,163.54,86.34,83.56,52.18,34,96.62,87.58
"Bra000761",255.87,52.28,87.13,39,80.48,123.82,189.86,143.69
"Bra000762",134,59.15,126.99,28.23,90.16,73,192,133
"Bra000763",0,0,0,0,0,0,0,0
"Bra000764",0,0,0,0,0,0,0,0
"Bra000765",0,0,1,0,0,0,0,0
"Bra000766",502,481,606,316,624,523,1077,714
"Bra000767",11,20,28,14,34,17,23,27
"Bra000768",36.93,28.04,163.22,114.27,37.07,58.27,83.71,68.67
"Bra000769",573.07,276.96,313.78,340.73,204.93,318.73,1288.29,247.33
"Bra000770",0,0,0,0,0,0,0,0
"Bra000772",1,8,10,3,9,0,8,2
"Bra000773",214,271.51,274.2,208.15,416.51,259.58,515.32,402.12
"Bra000774",556,558,675,394,636,677,1236,753
"Bra000775",80,68,78,56,100,158,387,288
"Bra000776",0,0,0,0,0,0,0,0
"Bra000777",0,0,0,0,0,0,8.62,0
"Bra000778",14,4,6,11,9,11,118.38,7
"Bra000779",161,190,234,101,243,160,397,192
"Bra000780",7,1,29,0,17,0,11,6
"Bra000781",183,312,339,172,461,234,450,321
"Bra000782",1220,834,946,684,1256,1155,2091,1403
"Bra000783",112,113,135,49,185,120,247,142
"Bra000784",1,0,0,0,1,0,1,2
"Bra000785",161,232,179,96,176,176,484,190
"Bra000786",5,6,7,1,5,10,9,1
"Bra000787",508,496,652,211,643,607,1292,611
"Bra000788",220.58,215.66,277.94,59.73,303.11,269.97,579.93,271.62
"Bra000789",1085,1713,2430,1224,1333,1631,4511,1924
"Bra000790",0,0,0,0,0,0,0,0
"Bra000791",644,646,678,532,892,660,1659,948
"Bra000792",0,0,0,0,0,0,1,1
"Bra000793",30,74,108,87,50,67,63,73
"Bra000794",131,323,292,205,189,216,154,367
"Bra000795",0,0,0,1,0,0,0,0
"Bra000796",10.23,10.22,19,30,10,8,11.2,11
"Bra000797",17.77,17.69,58,30,12,23.96,22.8,7
"Bra000798",1,0,0,0,0,0,0,0
"Bra000799",15,9,18,3,1,0,14,5
"Bra000800",3,6,1,6,1,3,4,3
"Bra000801",0,0,0,0,0,0,0,0
"Bra000802",2787.34,2933.3,3563.54,3733.01,3374.22,3410.28,7768.08,4285.08
"Bra000803",143,293,339,85,401,299,381,183
"Bra000804",7,6,12,8,4,10,8,9
"Bra000805",0,0,0,0,0,0,0,0
"Bra000806",246,459,340,188,522,312,534,364
"Bra000807",325,180.28,353.45,319,257.53,202.59,779,415
"Bra000808",347.9,353.13,409.75,282.65,505.43,379.04,758.86,516.73
"Bra000809",126,203,208,69,321,172,381,218
"Bra000810",320.72,560,657.5,325.53,772,720,842.3,604.84
"Bra000811",30,22,39,19,28,36,49,33
"Bra000812",2,0,3,4,5,16,17,12
"Bra000813",42,58,50,63,33,73,106,107
"Bra000814",41,119,120,51,148,87,156,102
"Bra000815",482,1332,1152,1,1912,1781,2526,1855
"Bra000816",0,0,0,0,0,0,0,1
"Bra000817",0,0,0,0,0,0,0,0
"Bra000818",2,3,5,0,3,8,10,5
"Bra000819",1,4,1,3,3,7,3,3
"Bra000820",132.5,163.7,285.14,171.35,224.62,146.41,359,198.31
"Bra000821",897,1044,1391,1057,1167,1356,2569,1272
"Bra000822",27,35,17,16,47,43,61,48
"Bra000823",0,0,0,0,0,0,0,0
"Bra000824",4,2,4,0,3,3,3,2
"Bra000825",531.27,346,461,227.1,500.13,545,652,434.09
"Bra000826",312,271,381,293,401,395,747,481
"Bra000827",333.95,399.75,472.38,288.42,627.64,411.51,829.45,557.83
"Bra000828",0,0,0,0,0,0,0,0
"Bra000829",0,1,11,4,0,1,0,13
"Bra000830",27,11,26,17,18,14,50,53
"Bra000831",0,0,0,0,0,0,0,1
"Bra000832",2,2,6,3,4,5,12,5
"Bra000833",0,0,0,0,0,0,0,0
"Bra000834",0,0,0,0,0,0,0,0
"Bra000835",10,19,29,10,30,21,23,10
"Bra000836",6107,1966,1782,1290,2679,4244,4112,3409
"Bra000837",1085.98,1051.26,1562.38,1608.46,1480.87,1217.15,2867.94,1684.32
"Bra000838",480,603,818,470,675,667,1272,792
"Bra000839",63,88,93,54,116,94,187,99
"Bra000840",1627.82,491.87,708.43,1016.34,611.9,487.6,3328.03,2378.7
"Bra000841",0,1,1,0,0,0,0,0
"Bra000842",490,839,628,434,1270,1052,1462,913
"Bra000843",0,0,1,0,1,0,0,1
"Bra000844",60,71,53.21,40,106.32,45.15,175.27,68.27
"Bra000845",469,25,14,308,37,22,1087,330
"Bra000846",694,526,716.66,469,733,663.32,1655.99,914.73
"Bra000847",8,12,10,10,27,9,43,36
"Bra000848",43.3,129.32,70.53,75.72,61.16,59.15,92.03,109.06
"Bra000849",381,371,523,291,423,395,990,644
"Bra000850",14,48,34,57,64,35,158,120
"Bra000851",0,0,0,0,0,0,0,0
"Bra000852",0,0,0,0,0,0,0,0
"Bra000853",590.65,885.47,1041,544,1296.24,903.46,1655.91,1021
"Bra000854",1104,1244,1254,695,1590,1484,2045,1389
"Bra000855",115,47,45,41,58,71,94,63
"Bra000856",0,0,0,1,0,0,1,0
"Bra000857",611,622,634,424,791,799,1126,889
"Bra000858",2,1,1,2,0,2,1,2
"Bra000859",0,0,1,1,2,2,3,0
"Bra000860",7,9,8,4,14,9,13,0
"Bra000861",327,39,36,106,74,98,213,158
"Bra000862",121,141,120,107,229,133,390,235
"Bra000863",224,255,365,212,344,282,826,321
"Bra000864",1,2,9.39,8,8,13,2,13
"Bra000865",107,82,161,95,113,119,310,200
"Bra000866",0,0,0,0,0,0,0,0
"Bra000867",1317,318,515,805.47,509,410,3020,1811
"Bra000868",416,376,615,390,625,460,1070,735
"Bra000869",360,132,146,148,241,200,359,387
"Bra000870",0,0,0,0,0,0,0,0
"Bra000871",399.56,506.35,587.03,360.81,626.51,583.17,1035.53,627.14
"Bra000872",178,152.4,209.47,133.41,203.04,166.36,381.72,231.71
"Bra000873",731.73,950.46,1022.77,601,1102,1124.53,1883.5,1071
"Bra000874",2083.18,2221.64,2531.73,1479.3,2926.79,2613.3,4768.38,2748.07
"Bra000875",95,38,691,58,48,7,134,100
"Bra000876",34,6,628,15,12,5,21,11
"Bra000877",242.76,285.85,401.36,249.15,390.6,307.79,623.35,416.38
"Bra000878",3813.48,2548,3157,2099.62,3446.62,3417.41,6974,4666.14
"Bra000879",390,494,571,318,757,510,1023,765
"Bra000880",16,27,33,40,29,21,33,15
"Bra000881",5,2,4,1,1,0,8,11
"Bra000882",106,107,144,71,145,111,344,229
"Bra000883",69,39,41,43,65,34,113,133
"Bra000884",2311,1792,2311,1099,2237,1684,5674,2931
"Bra000885",442,517,590,427,518,504,1933,805
"Bra000886",1908,519,524,541,881,1275,1374,1270
"Bra000887",61,76,63,33,93,68,108,79
"Bra000888",0,1.03,0,0,1.03,1,0,0
"Bra000889",22,11,45,8,3,7,6,3
"Bra000890",0,7,1,2,7,9,5,6
"Bra000891",6,4,3,0,6,11,8,1
"Bra000892",1,1,1,0,0,1,5,3
"Bra000893",112,60,103.44,79.08,103.82,100.3,265.99,134.59
"Bra000894",0,0,0,0,0,0,0,0
"Bra000895",824.5,885.42,1203.67,761.22,1139.41,910.97,2152.83,1340.24
"Bra000896",260,219,229,173,363,219,648,441
"Bra000897",205.19,255.35,217.46,152.08,510.77,271.2,527.45,462.51
"Bra000898",101,86,112,89,87.23,73,253,218
"Bra000899",4,0,0,1,3,12,4,6
"Bra000900",242,307,406,265,421,355,726,463
"Bra000901",44,55,46,32,62,49,151,78
"Bra000902",61,96,89,34,137,70,151,98
"Bra000903",22,7,15,20,15,11,54,42
"Bra000904",0,8,2,0,1,2,0,0
"Bra000905",479,535,710,517,610,629,1355,683
"Bra000906",0,0,0,0,0,0,0,0
"Bra000907",0,0,0,0,0,0,0,1
"Bra000908",445,222,262,140,278,222,1062,486
"Bra000909",22,32,33,25,48,22,82,47
"Bra000910",41,47,116,43,88,69,93,105
"Bra000911",1,2,0,0,3,0,6,3
"Bra000912",157,123,177,121,238,150,435,283
"Bra000913",395,558,1040,306,677,504,976,425
"Bra000914",1410.31,2057.08,2308.67,1582.87,2921.16,2299.19,4014.81,2674.3
"Bra000915",1419,1176,1214,1391,1704,1674,3791,2129
"Bra000916",38,26,54,21,47,26,75,52
"Bra000917",0,2,0,0,2,0,0,0
"Bra000918",6,1,1,4,4,1,19,5
"Bra000919",43,47,50,38,52,66,108,47
"Bra000920",2,0,6,0,0,1,3,2
"Bra000921",1031,454,423,391,612,843,941,877
"Bra000922",0,0,0,0,0,0,0,0
"Bra000923",175,69,106.84,98.01,31.47,45.48,402.71,133
"Bra000924",0,3,0,0,4,2,0,0
"Bra000925",32,47,149,18,26,59,53,38
"Bra000926",22,14,16.16,34.99,28.53,40.52,34.29,9
"Bra000927",65,68,56,53,55,91,188,41
"Bra000928",416.92,557.43,689.82,490.88,947.84,709.87,1174.8,727.75
"Bra000929",377.6,584.65,616.06,259.49,775.97,528.33,783.24,641.36
"Bra000930",72,56,61,60,144,99,127,94
"Bra000931",237,253,315,204,338,282,611,360
"Bra000932",103,119,121,86,176,132,253,121
"Bra000933",191.62,192.05,205.97,112,254.04,207.04,407.24,165.6
"Bra000934",0,0,1,1,0,1,0,2
"Bra000935",9,1,16,8,2,2,29,17
"Bra000936",505,408,648,451,382,372,1259,806
"Bra000937",87,100,221,137,71,134,256,208
"Bra000938",339,251,419,286,239,330,869,554
"Bra000939",159,155,221,127,215,175,308,250
"Bra000940",539.73,538.07,744.73,371,480.14,458.94,1289.05,730.2
"Bra000941",139,162,163,73,99,154,228,121
"Bra000942",230,249.33,224,171,368,205,609,152
"Bra000943",180,161,220,124,204,203,451,247
"Bra000944",298.16,340.2,433.32,228.17,522.26,387.68,792.75,449.96
"Bra000945",4,13,20,11,23,11,16,6
"Bra000946",26,3,29,15,13,14,54,32
"Bra000947",624,554,744,476,674,631,1301.57,782
"Bra000948",0,1,1,1,2,0,1,0
"Bra000949",236,283.99,426.99,263.56,522,371,711,425.99
"Bra000950",150,157,144,126,241,152,409,198
"Bra000951",30,25,19,11,26,25,37,22
"Bra000952",1270,1449,1849,1108,1852,1741,3302,1815
"Bra000953",351.05,506.38,573.77,516.94,654.11,635.53,917.05,308.76
"Bra000954",198.47,228.53,247.94,125,353,245,457.91,212.07
"Bra000955",667.85,914,1279,624,1347,1087,2077.55,1243.71
"Bra000956",7,7,10,5,3,4,10,7
"Bra000957",142,52,121,88,73,69,340,220
"Bra000958",136,104,152,66,108,108,277,168
"Bra000959",511.55,640,720,451,776,714,1659.59,800
"Bra000960",43,46,44,48,62,82,103,69
"Bra000961",2693.87,1074.17,1244.68,850.59,1084.54,1504.07,3000.98,1679.06
"Bra000962",201.37,288.22,350.26,249.21,395.74,312.91,593.55,352.52
"Bra000963",42,20,98,39,51,33,121.62,60
"Bra000964",47,32,38,23,46,49,136,58
"Bra000965",777.38,1016.41,1218.87,676.71,1364.76,1011.2,2267.94,1393.77
"Bra000966",61.08,148.88,137.32,67.2,203.33,172.73,176.98,118.74
"Bra000967",74.34,107.44,109.32,69.31,158.67,109.78,192.25,135.45
"Bra000968",36,36,27,15,49,45,85,36
"Bra000969",133,136,218,130,209,187,373,227
"Bra000970",12,29,19,4,40,24.69,39,9
"Bra000971",37,26,46,29,74,37,75,63
"Bra000972",823,706.5,848,674,1075.44,856.16,2076.08,1180
"Bra000973",264,493,520,299,527,454,678,581
"Bra000974",2238,3201,2102,1780,5545,4188,4685,3224
"Bra000975",0,0,0,0,0,0,0,0
"Bra000976",387.77,280.16,304.6,295.35,422.71,347.48,856.48,510.31
"Bra000977",478,327,471,353,413,403,971,734
"Bra000978",175,182,237,144,290,175,385,282
"Bra000979",15,25,40,19,23,30,48,42
"Bra000980",0,0,0,0,0,2,0,0
"Bra000981",395,259,505,518,321,306,1082,996
"Bra000982",2,1,1,7,7,2,3,7
"Bra000983",54,29,29,56,49,20,160,82
"Bra000984",26,46,69,31,85,66,99,66
"Bra000985",7,8,9,2,37,9,11,18
"Bra000986",168,199,250,122,268,218,478,266
"Bra000987",301,379,427,326,476,381,772,595
"Bra000988",63,84,130,55,139,73,173,117
"Bra000989",47.71,171.51,225.71,74.22,241.26,159.54,102.77,135.7
"Bra000990",3241,4144,3132,3979,5682,5958,9457,7319
"Bra000991",202,240,283,151,366,210,496,323
"Bra000992",1,2,2,2,2,2,4,1
"Bra000993",558,629,628,474,975,956,1853,807
"Bra000994",33,37,29,22,91,41,72,50
"Bra000995",32905,11868,9563,11407,12952,24194,23993,16502
"Bra000996",344,336,325,328,558,371,1100,473
"Bra000997",434.95,371.49,560.36,318.98,667.06,461.81,1227,691.42
"Bra000998",369,419,436,319,462,461,1041,615
"Bra000999",366,399,554,244,635,460,894,529
"Bra001000",177,311,375,216,412,353,520,393
"Bra001001",5,16,12,3,12,2,19,17
"Bra001002",11,29,28,19,70,53,27,13
"Bra001003",131,166,71,146,382,312,232,180
"Bra001004",4322,3660,5035.9,2948.75,5980.15,5274.59,9809,6480.91
"Bra001005",2402.01,2498.02,2118.67,1250.78,2727.05,4225.02,4413.87,2239.93
"Bra001006",96,102,107,95,192,153,243.46,178
"Bra001007",285.02,239.72,544.91,346.49,373.31,298.48,626.33,578.01
"Bra001008",8,15.99,22,14,31.27,22.61,52.99,25
"Bra001009",193.6,117.34,196.81,122.65,84.79,178.43,454.33,181.31
"Bra001010",418.51,947,827.53,470,1265,948,1423.17,910.46
"Bra001011",55734.87,18859.45,17004.94,15688.79,23349.07,37523.17,42070.07,30864.21
"Bra001012",2,1,0,0,0,0,1,0
"Bra001013",13750,4905,4458,3682,6327,9834,11473,7783
"Bra001014",5,4,16,0,0,0,2,1
"Bra001015",8066,2940,2411,1921,4509,6192,6842,5365
"Bra001016",0,0,0,0,0,0,0,0
"Bra001017",349,259,442,196,357,384,920,429
"Bra001018",0,0,0,0,0,0,0,0
"Bra001019",19.02,45.09,83.2,19.34,58.85,42.94,55.52,25.77
"Bra001020",1422.27,1231.72,1498.15,1032.57,1982.79,1580.47,3521.4,1989.38
"Bra001021",547.38,584,665,433.41,881,711,1365.43,831.8
"Bra001022",277,199,260,156,388,306,517,328
"Bra001023",7326.41,2595.24,2156.57,1722.66,3463.4,6139.41,5137.76,3595.92
"Bra001024",35,38,70,39,55,40,64,53
"Bra001025",235.68,152.38,174.36,144.28,199,227.13,281.88,194.14
"Bra001026",0,0,0,0,0,0,0,0
"Bra001027",205,74,73,38,91,84,113,52
"Bra001028",601.28,655.76,882.3,450.3,891.77,684.99,1386.84,987.11
"Bra001029",0,0,0,0,0,0,0,0
"Bra001030",89,61,118,48,77,71,137,103
"Bra001031",93,128,140,61,136,104,214,154
"Bra001032",138,151,174,52,66,84,323,165.2
"Bra001033",36,56,82,32,78,85,116,71
"Bra001034",322,447,409,441,687,649,833,647
"Bra001035",272,230,423,267,389,271,608,446
"Bra001036",552.83,765,915,492,1055,823,1511,919
"Bra001037",435.03,343.25,329.13,198.51,576.48,441.67,1081.78,596.84
"Bra001038",123.03,144.29,182.99,140.24,360,227.06,277.44,362.87
"Bra001039",264,309,373,204,433,400,649,358
"Bra001041",1288.82,1692.06,2096.34,1218.38,2031.65,1794.1,3524.52,1945.77
"Bra001042",0,0,1,0,1,0,0,1
"Bra001043",3,1,1,0,4,5,7,3
"Bra001044",26,24,22,22,70,30,50,43
"Bra001045",189,207,304,195,262,252,500,358
"Bra001046",14268.93,13598.54,15682.29,10428.84,17714.58,18292.52,31689.16,21107.93
"Bra001047",79,111,109,85,174,91,252,151
"Bra001048",75,68,198,44,242,387,162,94
"Bra001049",1076,1348,1742,1077,1699.05,1303.67,3156,2101
"Bra001050",925,1003,1118,909,1066,1050,2461,1360
"Bra001051",0,1,65,41,70,52,0,82
"Bra001052",376.88,477.34,634.49,334.35,811.89,603.45,1029,718.58
"Bra001053",11.24,7.57,14.51,11.18,28.24,11.69,48.3,17.23
"Bra001054",1,4,7,3,3,6,13,11
"Bra001055",0,0,0,0,0,0,0,1
"Bra001056",22,28,36,31,53,45,73,56
"Bra001057",247.18,397.75,449.46,219.55,530.79,401.18,712.3,437.3
